,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
schadstoffforschung,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schaedlingskdj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schaedlingskundejournal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schiff,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schlesw,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schleswholst,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schleswigholstein,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schleswigholsteinisches,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schone,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
school,13,16,2,24,4,3,0,5,3,1,0,1,,,,,,,,,,,,,
schr,6,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schriften,6,11,0,0,0,3,0,0,0,0,0,1,,,,,,,,,,,,,
schriftenr,5,12,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schriftenreihe,5,14,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schutze,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schutzgem,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schutzgemeinschaft,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
schweiz,1,18,0,33,0,0,0,1,3,1,0,0,,,,,,,,,,,,,
schweizischen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sci,518,1253,27,543,4,1,142,15,39,15,1,14,,,,,,,,,,,,,
scibull,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scicent,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scidaiqi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scidiqiu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scidokl,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scidonghai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
science,287,578,28,188,5,12,123,21,25,8,1,176,,,,,,,,,,,,,
scienceciencia,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencediqiu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencedonghai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencehaiyang,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencehaiyangxue,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencehuanjing,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencejimei,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencepochvovedenie,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencerevue,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciences,172,424,15,156,0,26,25,10,12,3,0,114,,,,,,,,,,,,,
sciencesbulletin,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesdaiqi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesdoklady,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scienceseibutsu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scienceshaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scienceshandong,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scienceshuichan,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesmonografies,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencespublication,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesrapport,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesrevue,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
sciencestraductions,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencesuidafrikaanse,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencetoegepaste,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencexiamen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciencezhongguo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scientia,3,12,2,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
scientiae,1,8,4,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
scientiarum,3,38,0,12,0,6,0,1,0,0,0,3,,,,,,,,,,,,,
scientific,37,96,5,15,0,1,3,5,0,1,0,17,,,,,,,,,,,,,
scientifica,1,2,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scientificus,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scientifique,8,24,0,5,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
scientifiques,4,24,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
scientist,7,7,0,2,0,0,0,2,0,0,0,2,,,,,,,,,,,,,
scientists,2,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
scienza,2,1,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
scienze,3,62,0,9,0,5,0,0,2,0,0,8,,,,,,,,,,,,,
scihaiyang,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scihaiyangxue,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scihuanjing,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scijimei,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scimonogr,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scipochvovedenie,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scipubl,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scirapp,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scirep,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scirev,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scisafr,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sciseibutsu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scishandong,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scishuichan,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scitoege,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scitraduct,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scixiamen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scizhongguo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scler,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sclerosis,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scotia,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scotiafundy,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scott,7,18,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
scottish,7,18,2,1,0,7,0,5,1,1,0,0,,,,,,,,,,,,,
scr,1,9,0,2,0,1,1,0,0,1,0,0,,,,,,,,,,,,,
screen,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
screening,3,0,0,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
scripps,10,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
scripta,1,11,0,1,0,1,3,2,0,1,0,6,,,,,,,,,,,,,
sea,209,83,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
seabird,2,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seabirds,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seaf,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seafdec,10,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seafood,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seafwa,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seamediterra,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seamediterranean,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seapol,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
search,2,4,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,
seas,11,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seasonal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seaways,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seaweed,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sec,7,0,0,0,2,0,0,0,1,0,0,0,,,,,,,,,,,,,
secc,3,12,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
seccion,4,9,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
secciones,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
secr,8,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
secretaria,2,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
secretariat,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sect,13,72,1,20,0,0,17,0,0,2,0,1,,,,,,,,,,,,,
secteur,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
section,11,57,1,40,0,2,17,0,0,1,0,26,,,,,,,,,,,,,
sector,1,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sectorial,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
secur,2,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
security,7,1,0,9,2,0,0,0,1,0,0,0,,,,,,,,,,,,,
sed,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sediment,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sedimentary,2,4,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
sedimentol,1,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sedimentologica,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sediments,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seeds,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seeschiffahrt,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seevaegel,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seeviss,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seevisserye,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seevoegel,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seewet,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seewetenskap,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sefos,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sefsc,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seira,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seisan,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seisangaku,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seismol,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seismological,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
seismology,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
sel,4,10,0,6,0,2,1,0,0,0,0,0,,,,,,,,,,,,,
selected,1,5,0,0,0,2,1,0,0,0,0,4,,,,,,,,,,,,,
selection,2,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
selektsiya,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seltsi,4,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
sem,4,0,0,6,0,0,0,14,0,0,0,0,,,,,,,,,,,,,
semin,12,18,0,96,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seminaires,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seminar,2,5,2,1,0,3,0,3,0,0,0,2,,,,,,,,,,,,,
seminarios,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seminars,12,5,0,54,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
senckenb,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senckenberg,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senckenbergiana,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senegal,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senegalaise,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senri,2,0,0,0,0,0,0,2,0,2,0,0,,,,,,,,,,,,,
sens,5,5,0,6,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
senses,2,2,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
sensing,6,2,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,
sensingjournal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sensj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sensor,2,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
sensors,2,0,0,0,0,0,3,0,0,0,0,3,,,,,,,,,,,,,
sensory,2,2,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sent,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senta,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
senter,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sentralbyra,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sentralbyraa,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seoul,2,14,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,,
sep,1,0,0,0,0,0,9,0,0,0,0,1,,,,,,,,,,,,,
separation,1,0,0,0,0,0,9,0,0,0,0,1,,,,,,,,,,,,,
sepsis,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sequence,2,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ser,152,637,0,80,0,0,37,3,4,9,0,5,,,,,,,,,,,,,
serbica,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seria,1,25,0,2,0,0,0,0,0,1,0,3,,,,,,,,,,,,,
serie,51,147,0,4,0,2,4,0,1,0,0,28,,,,,,,,,,,,,
series,137,399,3,119,0,20,34,10,6,3,0,87,,,,,,,,,,,,,
serieverhandelingen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seriya,19,56,0,0,0,0,0,0,0,3,0,6,,,,,,,,,,,,,
serket,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
serv,46,91,0,110,1,0,0,1,0,1,0,1,,,,,,,,,,,,,
serverh,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
service,34,84,0,13,0,0,0,3,0,1,0,0,,,,,,,,,,,,,
services,12,3,0,60,1,0,0,2,6,0,0,0,,,,,,,,,,,,,
servicio,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
seshaiyana,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seto,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sex,4,2,2,27,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sexual,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sexually,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
seychelles,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sez,1,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sezione,1,13,0,7,0,1,0,0,0,0,0,2,,,,,,,,,,,,,
sfia,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sftveiledning,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shale,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shandong,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shanghai,2,14,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
sheet,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shelf,4,4,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
shellfish,12,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shengwu,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shenyang,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sherkin,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shifan,8,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shigaken,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shiken,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shikenjo,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shilap,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shimane,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shinkai,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ship,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
shipbuild,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shipbuilding,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shizuoka,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shk,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shkencave,1,6,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
shock,2,0,0,12,0,0,0,0,0,0,0,12,,,,,,,,,,,,,
shokuhin,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shore,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shores,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shrimp,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shuichan,8,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
shuidao,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sibirskogo,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
signal,8,4,0,12,0,0,0,0,0,0,0,13,,,,,,,,,,,,,
signaling,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
signalling,1,2,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
significance,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sigurnost,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sigurnostwork,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sigurwork,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sildemelindustriens,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sildesalgslag,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sildolje,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
siles,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
silesian,3,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
silesiana,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
silv,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
silva,4,10,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
silvae,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
silvestres,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
silvestri,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sim,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
simulation,1,0,0,0,0,0,1,0,0,0,0,6,,,,,,,,,,,,,
sin,5,49,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinchenji,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sindili,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sindongwu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinhaiyang,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinica,8,48,0,5,0,0,2,0,0,0,0,18,,,,,,,,,,,,,
sinicachenji,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicadili,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicadongwu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicae,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicahaiyang,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicananhai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicashengtai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinicashuisheng,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinnanhai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinozoologia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinshengtai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sinshuisheng,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sintef,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sio,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sir,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
sist,2,7,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sistema,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sistemy,1,2,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
sit,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
situ,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
situacion,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
situation,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
siwi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sjoeaurefiskesalmon,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sjoefartsmus,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sjoefartsmuseum,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sjukdomsstatanim,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sjukdomsstatistikkanimal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sk,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skeletal,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skills,2,0,0,4,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
skin,2,0,0,14,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
skogsbruk,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skola,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skrifter,4,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skyricel,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skyrsluricelandic,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sleep,6,4,0,6,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
slezske,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
slov,2,8,0,6,0,0,0,0,0,4,0,0,,,,,,,,,,,,,
sloven,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
slovenia,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sloveniae,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
slovenica,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sluttrap,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sluttrapport,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
smaaskrpap,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
small,4,10,0,16,0,0,0,0,2,0,0,1,,,,,,,,,,,,,
smaskrifterpapers,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
smhi,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
smith,2,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
smithiana,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
smithson,5,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
smithsonian,5,12,0,0,0,0,0,2,0,0,0,6,,,,,,,,,,,,,
smr,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
snf,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sobre,1,7,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
soc,188,652,53,576,8,0,45,45,35,33,30,1,,,,,,,,,,,,,
social,34,11,24,86,9,14,0,37,28,18,0,1,,,,,,,,,,,,,
sociale,1,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sociales,1,0,1,0,0,1,0,1,1,4,0,0,,,,,,,,,,,,,
sociaux,1,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
sociedad,10,28,0,8,0,0,1,3,0,1,0,0,,,,,,,,,,,,,
sociedade,5,10,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
societa,5,24,1,4,0,0,4,0,0,0,0,4,,,,,,,,,,,,,
societatis,1,10,0,3,0,4,0,0,0,0,0,3,,,,,,,,,,,,,
societe,11,83,0,18,0,0,1,0,0,0,0,7,,,,,,,,,,,,,
societes,1,4,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
society,126,462,40,227,3,83,42,75,20,22,30,124,,,,,,,,,,,,,
sociobiol,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
